word,reviewed,unreviewed,rowwise_total,norm_reviewed,norm_unreviewed,norm_diff,norm_total
share,11.0,11.0,22.0,0.21,0.45,-0.24000000000000002,0.29
khao,17.0,5.0,22.0,0.33,0.2,0.13,0.29
san,17.0,5.0,22.0,0.33,0.2,0.13,0.29
chitlom,17.0,5.0,22.0,0.33,0.2,0.13,0.29
bf,18.0,4.0,22.0,0.35,0.16,0.18999999999999997,0.29
bunkbed,5.0,17.0,22.0,0.1,0.69,-0.59,0.29
moon,19.0,3.0,22.0,0.37,0.12,0.25,0.29
love,15.0,7.0,22.0,0.29,0.28,0.009999999999999953,0.29
rental,13.0,8.0,21.0,0.25,0.32,-0.07,0.28
somerset,0.0,21.0,21.0,0.0,0.85,-0.85,0.28
speed,20.0,1.0,21.0,0.39,0.04,0.35000000000000003,0.28
oriental,12.0,9.0,21.0,0.23,0.37,-0.13999999999999999,0.28
hua,16.0,5.0,21.0,0.31,0.2,0.10999999999999999,0.28
convenience,12.0,9.0,21.0,0.23,0.37,-0.13999999999999999,0.28
unique,15.0,6.0,21.0,0.29,0.24,0.04999999999999999,0.28
fitness,9.0,12.0,21.0,0.18,0.49,-0.31,0.28
live,11.0,10.0,21.0,0.21,0.41,-0.19999999999999998,0.28
china,11.0,10.0,21.0,0.21,0.41,-0.19999999999999998,0.28
whole,18.0,3.0,21.0,0.35,0.12,0.22999999999999998,0.28
lor,15.0,6.0,21.0,0.29,0.24,0.04999999999999999,0.28
aspire,9.0,12.0,21.0,0.18,0.49,-0.31,0.28
brbath,20.0,1.0,21.0,0.39,0.04,0.35000000000000003,0.28
pplsurasakbts,21.0,0.0,21.0,0.41,0.0,0.41,0.28
eco,18.0,3.0,21.0,0.35,0.12,0.22999999999999998,0.28
affordable,13.0,8.0,21.0,0.25,0.32,-0.07,0.28
wbalcony,17.0,4.0,21.0,0.33,0.16,0.17,0.28
fpoolbts,21.0,0.0,21.0,0.41,0.0,0.41,0.28
per,16.0,4.0,20.0,0.31,0.16,0.15,0.26
haus,17.0,3.0,20.0,0.33,0.12,0.21000000000000002,0.26
suk,10.0,10.0,20.0,0.2,0.41,-0.20999999999999996,0.26
mustang,19.0,1.0,20.0,0.37,0.04,0.33,0.26
emquartier,15.0,5.0,20.0,0.29,0.2,0.08999999999999997,0.26
bangkapi,9.0,11.0,20.0,0.18,0.45,-0.27,0.26
代购按摩街,20.0,0.0,20.0,0.39,0.0,0.39,0.26
bedcentral,9.0,11.0,20.0,0.18,0.45,-0.27,0.26
base,11.0,9.0,20.0,0.21,0.37,-0.16,0.26
sutthisan,17.0,3.0,20.0,0.33,0.12,0.21000000000000002,0.26
newnear,19.0,1.0,20.0,0.37,0.04,0.33,0.26
casa,8.0,12.0,20.0,0.16,0.49,-0.32999999999999996,0.26
superb,15.0,5.0,20.0,0.29,0.2,0.08999999999999997,0.26
airy,12.0,8.0,20.0,0.23,0.32,-0.09,0.26
rb,17.0,3.0,20.0,0.33,0.12,0.21000000000000002,0.26
tv,15.0,5.0,20.0,0.29,0.2,0.08999999999999997,0.26
antique,17.0,2.0,19.0,0.33,0.08,0.25,0.25
right,13.0,6.0,19.0,0.25,0.24,0.010000000000000009,0.25
malls,14.0,5.0,19.0,0.27,0.2,0.07,0.25
panoramic,10.0,9.0,19.0,0.2,0.37,-0.16999999999999998,0.25
huge,15.0,4.0,19.0,0.29,0.16,0.12999999999999998,0.25
sauna,7.0,12.0,19.0,0.14,0.49,-0.35,0.25
bangchak,8.0,11.0,19.0,0.16,0.45,-0.29000000000000004,0.25
glamorous,13.0,6.0,19.0,0.25,0.24,0.010000000000000009,0.25
apartments,11.0,8.0,19.0,0.21,0.32,-0.11000000000000001,0.25
jatujak,8.0,11.0,19.0,0.16,0.45,-0.29000000000000004,0.25
jodd,16.0,3.0,19.0,0.31,0.12,0.19,0.25
guesthouse,10.0,9.0,19.0,0.2,0.37,-0.16999999999999998,0.25
rest,10.0,9.0,19.0,0.2,0.37,-0.16999999999999998,0.25
ro,14.0,5.0,19.0,0.27,0.2,0.07,0.25
อพารทเมนท,5.0,14.0,19.0,0.1,0.57,-0.47,0.25
khaosanprivate,18.0,0.0,18.0,0.35,0.0,0.35,0.24
blossom,12.0,6.0,18.0,0.23,0.24,-0.009999999999999981,0.24
sasi,10.0,8.0,18.0,0.2,0.32,-0.12,0.24
khwai,17.0,1.0,18.0,0.33,0.04,0.29000000000000004,0.24
choice,15.0,3.0,18.0,0.29,0.12,0.16999999999999998,0.24
bar,10.0,8.0,18.0,0.2,0.32,-0.12,0.24
self,15.0,3.0,18.0,0.29,0.12,0.16999999999999998,0.24
walking,10.0,8.0,18.0,0.2,0.32,-0.12,0.24
bumrungrad,14.0,4.0,18.0,0.27,0.16,0.11000000000000001,0.24
complex,6.0,12.0,18.0,0.12,0.49,-0.37,0.24
square,5.0,13.0,18.0,0.1,0.53,-0.43000000000000005,0.24
fabulous,11.0,7.0,18.0,0.21,0.28,-0.07000000000000003,0.24
closed,15.0,3.0,18.0,0.29,0.12,0.16999999999999998,0.24
siamese,15.0,3.0,18.0,0.29,0.12,0.16999999999999998,0.24
travel,11.0,7.0,18.0,0.21,0.28,-0.07000000000000003,0.24
brs,17.0,1.0,18.0,0.33,0.04,0.29000000000000004,0.24
e,15.0,3.0,18.0,0.29,0.12,0.16999999999999998,0.24
mobi,9.0,9.0,18.0,0.18,0.37,-0.19,0.24
健身房,17.0,1.0,18.0,0.33,0.04,0.29000000000000004,0.24
sukhumvitterminal,16.0,2.0,18.0,0.31,0.08,0.22999999999999998,0.24
zee,18.0,0.0,18.0,0.35,0.0,0.35,0.24
muang,11.0,6.0,17.0,0.21,0.24,-0.03,0.22
value,15.0,2.0,17.0,0.29,0.08,0.20999999999999996,0.22
aree,12.0,5.0,17.0,0.23,0.2,0.03,0.22
parksiam,12.0,5.0,17.0,0.23,0.2,0.03,0.22
skypool,16.0,1.0,17.0,0.31,0.04,0.27,0.22
resident,4.0,13.0,17.0,0.08,0.53,-0.45,0.22
华人必住民宿,17.0,0.0,17.0,0.33,0.0,0.33,0.22
little,14.0,3.0,17.0,0.27,0.12,0.15000000000000002,0.22
vacation,12.0,5.0,17.0,0.23,0.2,0.03,0.22
brnew,17.0,0.0,17.0,0.33,0.0,0.33,0.22
lat,7.0,10.0,17.0,0.14,0.41,-0.26999999999999996,0.22
hip,14.0,3.0,17.0,0.27,0.12,0.15000000000000002,0.22
trendy,13.0,4.0,17.0,0.25,0.16,0.09,0.22
smart,8.0,9.0,17.0,0.16,0.37,-0.21,0.22
worldlumpini,12.0,5.0,17.0,0.23,0.2,0.03,0.22
tropical,12.0,5.0,17.0,0.23,0.2,0.03,0.22
nest,14.0,2.0,16.0,0.27,0.08,0.19,0.21
rise,13.0,3.0,16.0,0.25,0.12,0.13,0.21
phrompong,13.0,3.0,16.0,0.25,0.12,0.13,0.21
曼谷,13.0,3.0,16.0,0.25,0.12,0.13,0.21
window,6.0,10.0,16.0,0.12,0.41,-0.29,0.21
dream,16.0,0.0,16.0,0.31,0.0,0.31,0.21
interchange,8.0,8.0,16.0,0.16,0.32,-0.16,0.21
saladaengmrt,16.0,0.0,16.0,0.31,0.0,0.31,0.21
inn,6.0,10.0,16.0,0.12,0.41,-0.29,0.21
hrs,14.0,2.0,16.0,0.27,0.08,0.19,0.21
quadruple,8.0,8.0,16.0,0.16,0.32,-0.16,0.21
checkin,15.0,1.0,16.0,0.29,0.04,0.24999999999999997,0.21
roof,13.0,3.0,16.0,0.25,0.12,0.13,0.21
shuttle,12.0,4.0,16.0,0.23,0.16,0.07,0.21
wooden,9.0,7.0,16.0,0.18,0.28,-0.10000000000000003,0.21
experience,10.0,6.0,16.0,0.2,0.24,-0.03999999999999998,0.21
rich,12.0,4.0,16.0,0.23,0.16,0.07,0.21
greenery,9.0,7.0,16.0,0.18,0.28,-0.10000000000000003,0.21
origin,11.0,5.0,16.0,0.21,0.2,0.009999999999999981,0.21
fbts,13.0,3.0,16.0,0.25,0.12,0.13,0.21
condosuperb,7.0,9.0,16.0,0.14,0.37,-0.22999999999999998,0.21
cultural,4.0,11.0,15.0,0.08,0.45,-0.37,0.2
onebedroom,9.0,6.0,15.0,0.18,0.24,-0.06,0.2
米附近火车夜市大型商场按摩易初莲花超市无边游泳池,12.0,3.0,15.0,0.23,0.12,0.11000000000000001,0.2
taopoon,11.0,4.0,15.0,0.21,0.16,0.04999999999999999,0.2
hot,10.0,5.0,15.0,0.2,0.2,0.0,0.2
middle,7.0,8.0,15.0,0.14,0.32,-0.18,0.2
business,7.0,8.0,15.0,0.14,0.32,-0.18,0.2
brandnew,15.0,0.0,15.0,0.29,0.0,0.29,0.2
zen,7.0,8.0,15.0,0.14,0.32,-0.18,0.2
phrao,5.0,10.0,15.0,0.1,0.41,-0.30999999999999994,0.2
regent,5.0,10.0,15.0,0.1,0.41,-0.30999999999999994,0.2
privatecozy,11.0,4.0,15.0,0.21,0.16,0.04999999999999999,0.2
amenities,9.0,6.0,15.0,0.18,0.24,-0.06,0.2
中文服務,14.0,1.0,15.0,0.27,0.04,0.23,0.2
riverfront,6.0,9.0,15.0,0.12,0.37,-0.25,0.2
district,13.0,2.0,15.0,0.25,0.08,0.16999999999999998,0.2
mangkon,14.0,1.0,15.0,0.27,0.04,0.23,0.2
niche,4.0,11.0,15.0,0.08,0.45,-0.37,0.2
community,7.0,8.0,15.0,0.14,0.32,-0.18,0.2
townicon,3.0,11.0,14.0,0.06,0.45,-0.39,0.18
chao,10.0,4.0,14.0,0.2,0.16,0.04000000000000001,0.18
parkland,5.0,9.0,14.0,0.1,0.37,-0.27,0.18
曼谷最大火车夜市,14.0,0.0,14.0,0.27,0.0,0.27,0.18
luxuryhotel,0.0,14.0,14.0,0.0,0.57,-0.57,0.18
tc,6.0,8.0,14.0,0.12,0.32,-0.2,0.18
nature,7.0,7.0,14.0,0.14,0.28,-0.14,0.18
인실,1.0,13.0,14.0,0.02,0.53,-0.51,0.18
mono,8.0,6.0,14.0,0.16,0.24,-0.07999999999999999,0.18
pho,12.0,2.0,14.0,0.23,0.08,0.15000000000000002,0.18
chapter,8.0,6.0,14.0,0.16,0.24,-0.07999999999999999,0.18
upto,14.0,0.0,14.0,0.27,0.0,0.27,0.18
neighborhood,8.0,6.0,14.0,0.16,0.24,-0.07999999999999999,0.18
phraya,12.0,2.0,14.0,0.23,0.08,0.15000000000000002,0.18
holiday,7.0,7.0,14.0,0.14,0.28,-0.14,0.18
colonial,10.0,4.0,14.0,0.2,0.16,0.04000000000000001,0.18
mbps,13.0,1.0,14.0,0.25,0.04,0.21,0.18
minfinity,12.0,2.0,14.0,0.23,0.08,0.15000000000000002,0.18
pinklao,7.0,7.0,14.0,0.14,0.28,-0.14,0.18
mbts,13.0,1.0,14.0,0.25,0.04,0.21,0.18
lpn,7.0,7.0,14.0,0.14,0.28,-0.14,0.18
bdrm,12.0,2.0,14.0,0.23,0.08,0.15000000000000002,0.18
brt,10.0,4.0,14.0,0.2,0.16,0.04000000000000001,0.18
equipped,10.0,4.0,14.0,0.2,0.16,0.04000000000000001,0.18
viva,11.0,3.0,14.0,0.21,0.12,0.09,0.18
ratchayothin,9.0,5.0,14.0,0.18,0.2,-0.020000000000000018,0.18
huamak,10.0,4.0,14.0,0.2,0.16,0.04000000000000001,0.18
euro,0.0,14.0,14.0,0.0,0.57,-0.57,0.18
embassy,11.0,3.0,14.0,0.21,0.12,0.09,0.18
wonderful,8.0,6.0,14.0,0.16,0.24,-0.07999999999999999,0.18
working,10.0,4.0,14.0,0.2,0.16,0.04000000000000001,0.18
facility,9.0,5.0,14.0,0.18,0.2,-0.020000000000000018,0.18
welcome,3.0,11.0,14.0,0.06,0.45,-0.39,0.18
btswifi,13.0,0.0,13.0,0.25,0.0,0.25,0.17
中文,13.0,0.0,13.0,0.25,0.0,0.25,0.17
patio,10.0,3.0,13.0,0.2,0.12,0.08000000000000002,0.17
中文服务,8.0,5.0,13.0,0.16,0.2,-0.04000000000000001,0.17
minbts,13.0,0.0,13.0,0.25,0.0,0.25,0.17
economy,6.0,7.0,13.0,0.12,0.28,-0.16000000000000003,0.17
artist,8.0,5.0,13.0,0.16,0.2,-0.04000000000000001,0.17
light,9.0,4.0,13.0,0.18,0.16,0.01999999999999999,0.17
bus,11.0,2.0,13.0,0.21,0.08,0.13,0.17
noble,6.0,7.0,13.0,0.12,0.28,-0.16000000000000003,0.17
everything,7.0,6.0,13.0,0.14,0.24,-0.09999999999999998,0.17
cool,11.0,2.0,13.0,0.21,0.08,0.13,0.17
washing,13.0,0.0,13.0,0.25,0.0,0.25,0.17
汇狂夜市,13.0,0.0,13.0,0.25,0.0,0.25,0.17
better,12.0,1.0,13.0,0.23,0.04,0.19,0.17
wow,10.0,3.0,13.0,0.2,0.12,0.08000000000000002,0.17
work,11.0,2.0,13.0,0.21,0.08,0.13,0.17
flr,10.0,3.0,13.0,0.2,0.12,0.08000000000000002,0.17
mis,8.0,5.0,13.0,0.16,0.2,-0.04000000000000001,0.17
kwang,4.0,9.0,13.0,0.08,0.37,-0.29,0.17
residences,6.0,7.0,13.0,0.12,0.28,-0.16000000000000003,0.17
gem,10.0,3.0,13.0,0.2,0.12,0.08000000000000002,0.17
escape,11.0,2.0,13.0,0.21,0.08,0.13,0.17
townhome,4.0,9.0,13.0,0.08,0.37,-0.29,0.17
ksathon,11.0,2.0,13.0,0.21,0.08,0.13,0.17
four,6.0,7.0,13.0,0.12,0.28,-0.16000000000000003,0.17
simple,6.0,7.0,13.0,0.12,0.28,-0.16000000000000003,0.17
fair,7.0,6.0,13.0,0.14,0.24,-0.09999999999999998,0.17
yanhee,9.0,4.0,13.0,0.18,0.16,0.01999999999999999,0.17
vida,11.0,2.0,13.0,0.21,0.08,0.13,0.17
local生活便利高层池景房市区btsonnut可做饭近莲花超市夜市b,12.0,1.0,13.0,0.23,0.04,0.19,0.17
hi,6.0,7.0,13.0,0.12,0.28,-0.16000000000000003,0.17
khaosarn,5.0,8.0,13.0,0.1,0.32,-0.22,0.17
internet,11.0,2.0,13.0,0.21,0.08,0.13,0.17
nutbts,13.0,0.0,13.0,0.25,0.0,0.25,0.17
分钟到bts,13.0,0.0,13.0,0.25,0.0,0.25,0.17
highrise,6.0,7.0,13.0,0.12,0.28,-0.16000000000000003,0.17
desk,10.0,3.0,13.0,0.2,0.12,0.08000000000000002,0.17
designers,11.0,2.0,13.0,0.21,0.08,0.13,0.17
brnear,12.0,1.0,13.0,0.23,0.04,0.19,0.17
h,8.0,4.0,12.0,0.16,0.16,0.0,0.16
bedrm,11.0,1.0,12.0,0.21,0.04,0.16999999999999998,0.16
hub,7.0,5.0,12.0,0.14,0.2,-0.06,0.16
transfer,7.0,5.0,12.0,0.14,0.2,-0.06,0.16
j,10.0,2.0,12.0,0.2,0.08,0.12000000000000001,0.16
nightlife,10.0,2.0,12.0,0.2,0.08,0.12000000000000001,0.16
mbkctwwatergate,12.0,0.0,12.0,0.23,0.0,0.23,0.16
yolo,11.0,1.0,12.0,0.21,0.04,0.16999999999999998,0.16
aim,5.0,7.0,12.0,0.1,0.28,-0.18000000000000002,0.16
de,5.0,7.0,12.0,0.1,0.28,-0.18000000000000002,0.16
huaikhwang,5.0,7.0,12.0,0.1,0.28,-0.18000000000000002,0.16
bearing,8.0,4.0,12.0,0.16,0.16,0.0,0.16
huaikhwangfree,7.0,5.0,12.0,0.14,0.2,-0.06,0.16
lifestyle,7.0,5.0,12.0,0.14,0.2,-0.06,0.16
mak,9.0,3.0,12.0,0.18,0.12,0.06,0.16
international,4.0,8.0,12.0,0.08,0.32,-0.24,0.16
lake,3.0,9.0,12.0,0.06,0.37,-0.31,0.16
sukhumvitasoke,12.0,0.0,12.0,0.23,0.0,0.23,0.16
minwalk,10.0,2.0,12.0,0.2,0.08,0.12000000000000001,0.16
couple,7.0,5.0,12.0,0.14,0.2,-0.06,0.16
monument,6.0,6.0,12.0,0.12,0.24,-0.12,0.16
elio,5.0,7.0,12.0,0.1,0.28,-0.18000000000000002,0.16
近onnut,10.0,2.0,12.0,0.2,0.08,0.12000000000000001,0.16
romantic,5.0,7.0,12.0,0.1,0.28,-0.18000000000000002,0.16
phetchaburi,5.0,7.0,12.0,0.1,0.28,-0.18000000000000002,0.16
move,0.0,12.0,12.0,0.0,0.49,-0.49,0.16
month,4.0,8.0,12.0,0.08,0.32,-0.24,0.16
sterilized,11.0,1.0,12.0,0.21,0.04,0.16999999999999998,0.16
hideaway,6.0,6.0,12.0,0.12,0.24,-0.12,0.16
vibrant,8.0,4.0,12.0,0.16,0.16,0.0,0.16
temple,11.0,1.0,12.0,0.21,0.04,0.16999999999999998,0.16
heaven,4.0,8.0,12.0,0.08,0.32,-0.24,0.16
weekend,5.0,7.0,12.0,0.1,0.28,-0.18000000000000002,0.16
sleeps,6.0,6.0,12.0,0.12,0.24,-0.12,0.16
boat,11.0,1.0,12.0,0.21,0.04,0.16999999999999998,0.16
loftel,8.0,4.0,12.0,0.16,0.16,0.0,0.16
rhythm,7.0,5.0,12.0,0.14,0.2,-0.06,0.16
built,6.0,6.0,12.0,0.12,0.24,-0.12,0.16
poolfgymsukhumvit,12.0,0.0,12.0,0.23,0.0,0.23,0.16
krung,6.0,6.0,12.0,0.12,0.24,-0.12,0.16
bathrooms,5.0,7.0,12.0,0.1,0.28,-0.18000000000000002,0.16
wans,1.0,11.0,12.0,0.02,0.45,-0.43,0.16
pratunammkt,0.0,12.0,12.0,0.0,0.49,-0.49,0.16
weekly,10.0,2.0,12.0,0.2,0.08,0.12000000000000001,0.16
samyan,8.0,4.0,12.0,0.16,0.16,0.0,0.16
modernluxury,8.0,4.0,12.0,0.16,0.16,0.0,0.16
poolwifi,11.0,1.0,12.0,0.21,0.04,0.16999999999999998,0.16
three,7.0,5.0,12.0,0.14,0.2,-0.06,0.16
land,4.0,7.0,11.0,0.08,0.28,-0.2,0.14
enjoy,6.0,5.0,11.0,0.12,0.2,-0.08000000000000002,0.14
sha,8.0,3.0,11.0,0.16,0.12,0.04000000000000001,0.14
poolbtssilom,7.0,4.0,11.0,0.14,0.16,-0.01999999999999999,0.14
diamond,7.0,4.0,11.0,0.14,0.16,-0.01999999999999999,0.14
traditional,5.0,6.0,11.0,0.1,0.24,-0.13999999999999999,0.14
coffee,9.0,2.0,11.0,0.18,0.08,0.09999999999999999,0.14
火车夜市,7.0,4.0,11.0,0.14,0.16,-0.01999999999999999,0.14
chit,9.0,2.0,11.0,0.18,0.08,0.09999999999999999,0.14
floors,4.0,7.0,11.0,0.08,0.28,-0.2,0.14
b栋,9.0,2.0,11.0,0.18,0.08,0.09999999999999999,0.14
anonymous,11.0,0.0,11.0,0.21,0.0,0.21,0.14
episode,3.0,8.0,11.0,0.06,0.32,-0.26,0.14
centric,4.0,7.0,11.0,0.08,0.28,-0.2,0.14
real,8.0,3.0,11.0,0.16,0.12,0.04000000000000001,0.14
bts站高速wifi便利店分钟到暹罗广场四面佛泳池健身房每客消毒,9.0,2.0,11.0,0.18,0.08,0.09999999999999999,0.14
donmueang,9.0,2.0,11.0,0.18,0.08,0.09999999999999999,0.14
quite,5.0,6.0,11.0,0.1,0.24,-0.13999999999999999,0.14
citycenter,5.0,6.0,11.0,0.1,0.24,-0.13999999999999999,0.14
suan,3.0,8.0,11.0,0.06,0.32,-0.26,0.14
ivy,5.0,6.0,11.0,0.1,0.24,-0.13999999999999999,0.14
tamni,11.0,0.0,11.0,0.21,0.0,0.21,0.14
hapsathorn,11.0,0.0,11.0,0.21,0.0,0.21,0.14
jintana,11.0,0.0,11.0,0.21,0.0,0.21,0.14
wireless,6.0,5.0,11.0,0.12,0.2,-0.08000000000000002,0.14
bangwa,3.0,8.0,11.0,0.06,0.32,-0.26,0.14
wongsawang,6.0,5.0,11.0,0.12,0.2,-0.08000000000000002,0.14
premiere,11.0,0.0,11.0,0.21,0.0,0.21,0.14
sukumvitbts,10.0,1.0,11.0,0.2,0.04,0.16,0.14
delight,1.0,10.0,11.0,0.02,0.41,-0.38999999999999996,0.14
opposite,8.0,3.0,11.0,0.16,0.12,0.04000000000000001,0.14
main,10.0,1.0,11.0,0.2,0.04,0.16,0.14
wutthakat,8.0,3.0,11.0,0.16,0.12,0.04000000000000001,0.14
poshtel,9.0,2.0,11.0,0.18,0.08,0.09999999999999999,0.14
opal,11.0,0.0,11.0,0.21,0.0,0.21,0.14
x,8.0,3.0,11.0,0.16,0.12,0.04000000000000001,0.14
fan,9.0,2.0,11.0,0.18,0.08,0.09999999999999999,0.14
sooksan,11.0,0.0,11.0,0.21,0.0,0.21,0.14
อพารตเมนต,0.0,11.0,11.0,0.0,0.45,-0.45,0.14
condoinfinity,7.0,4.0,11.0,0.14,0.16,-0.01999999999999999,0.14
baths,10.0,1.0,11.0,0.2,0.04,0.16,0.14
restaurant,6.0,5.0,11.0,0.12,0.2,-0.08000000000000002,0.14
contemporary,8.0,2.0,10.0,0.16,0.08,0.08,0.13
poolgymbts,10.0,0.0,10.0,0.2,0.0,0.2,0.13
listing,4.0,6.0,10.0,0.08,0.24,-0.15999999999999998,0.13
yai,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
sale,8.0,2.0,10.0,0.16,0.08,0.08,0.13
impact,8.0,2.0,10.0,0.16,0.08,0.08,0.13
ชน,0.0,10.0,10.0,0.0,0.41,-0.41,0.13
classic,7.0,3.0,10.0,0.14,0.12,0.020000000000000018,0.13
maitria,3.0,7.0,10.0,0.06,0.28,-0.22000000000000003,0.13
classy,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
backpacker,8.0,2.0,10.0,0.16,0.08,0.08,0.13
saphankhwai,9.0,1.0,10.0,0.18,0.04,0.13999999999999999,0.13
attractions,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
chateau,4.0,6.0,10.0,0.08,0.24,-0.15999999999999998,0.13
around,5.0,5.0,10.0,0.1,0.2,-0.1,0.13
dasiri,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
emquartierbts,10.0,0.0,10.0,0.2,0.0,0.2,0.13
em,7.0,3.0,10.0,0.14,0.12,0.020000000000000018,0.13
ลาดพราว,3.0,7.0,10.0,0.06,0.28,-0.22000000000000003,0.13
bann,4.0,6.0,10.0,0.08,0.24,-0.15999999999999998,0.13
resortlike,10.0,0.0,10.0,0.2,0.0,0.2,0.13
small,2.0,8.0,10.0,0.04,0.32,-0.28,0.13
blue,7.0,3.0,10.0,0.14,0.12,0.020000000000000018,0.13
blu,9.0,1.0,10.0,0.18,0.04,0.13999999999999999,0.13
gallery,8.0,2.0,10.0,0.16,0.08,0.08,0.13
公寓,10.0,0.0,10.0,0.2,0.0,0.2,0.13
stays,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
daneehostel,1.0,9.0,10.0,0.02,0.37,-0.35,0.13
asoksukhumvit,9.0,1.0,10.0,0.18,0.04,0.13999999999999999,0.13
สขมวท,1.0,9.0,10.0,0.02,0.37,-0.35,0.13
chaopraya,5.0,5.0,10.0,0.1,0.2,-0.1,0.13
charan,4.0,6.0,10.0,0.08,0.24,-0.15999999999999998,0.13
phongtemporiumsky,9.0,1.0,10.0,0.18,0.04,0.13999999999999999,0.13
accom,10.0,0.0,10.0,0.2,0.0,0.2,0.13
tub,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
tuk,10.0,0.0,10.0,0.2,0.0,0.2,0.13
นเกรสวย,0.0,10.0,10.0,0.0,0.41,-0.41,0.13
massage,7.0,3.0,10.0,0.14,0.12,0.020000000000000018,0.13
nerono,10.0,0.0,10.0,0.2,0.0,0.2,0.13
ban,8.0,2.0,10.0,0.16,0.08,0.08,0.13
poolgymshopping,9.0,1.0,10.0,0.18,0.04,0.13999999999999999,0.13
surrounding,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
golden,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
surawong,6.0,4.0,10.0,0.12,0.16,-0.04000000000000001,0.13
華語溝通,10.0,0.0,10.0,0.2,0.0,0.2,0.13
honey,8.0,2.0,10.0,0.16,0.08,0.08,0.13
traveler,8.0,2.0,10.0,0.16,0.08,0.08,0.13
spectacular,7.0,3.0,10.0,0.14,0.12,0.020000000000000018,0.13
btsroof,8.0,2.0,10.0,0.16,0.08,0.08,0.13
bedbath,8.0,1.0,9.0,0.16,0.04,0.12,0.12
water,6.0,3.0,9.0,0.12,0.12,0.0,0.12
nanamaxppl,9.0,0.0,9.0,0.18,0.0,0.18,0.12
桑拿房等一应俱全,8.0,1.0,9.0,0.16,0.04,0.12,0.12
phomphong,8.0,1.0,9.0,0.16,0.04,0.12,0.12
예약가능,1.0,8.0,9.0,0.02,0.32,-0.3,0.12
bkkbts,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
way,4.0,5.0,9.0,0.08,0.2,-0.12000000000000001,0.12
ldk,5.0,4.0,9.0,0.1,0.16,-0.06,0.12
ramkamhaeng,6.0,3.0,9.0,0.12,0.12,0.0,0.12
bangsue,3.0,6.0,9.0,0.06,0.24,-0.18,0.12
dusit,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
series,0.0,9.0,9.0,0.0,0.37,-0.37,0.12
sofa,4.0,5.0,9.0,0.08,0.2,-0.12000000000000001,0.12
luxe,6.0,3.0,9.0,0.12,0.12,0.0,0.12
safety,2.0,7.0,9.0,0.04,0.28,-0.24000000000000002,0.12
足球场,8.0,1.0,9.0,0.16,0.04,0.12,0.12
serene,6.0,3.0,9.0,0.12,0.12,0.0,0.12
chi,0.0,9.0,9.0,0.0,0.37,-0.37,0.12
matchbox,8.0,1.0,9.0,0.16,0.04,0.12,0.12
transportation,4.0,5.0,9.0,0.08,0.2,-0.12000000000000001,0.12
liv,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
poolsukhumvitprom,8.0,1.0,9.0,0.16,0.04,0.12,0.12
nananight,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
solo,3.0,6.0,9.0,0.06,0.24,-0.18,0.12
dragon,1.0,8.0,9.0,0.02,0.32,-0.3,0.12
近ekkamai,9.0,0.0,9.0,0.18,0.0,0.18,0.12
phetkasem,6.0,3.0,9.0,0.12,0.12,0.0,0.12
chak,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
compact,8.0,1.0,9.0,0.16,0.04,0.12,0.12
boulevard,1.0,8.0,9.0,0.02,0.32,-0.3,0.12
fperfect,9.0,0.0,9.0,0.18,0.0,0.18,0.12
craftsman,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
cube,6.0,3.0,9.0,0.12,0.12,0.0,0.12
penyos,4.0,5.0,9.0,0.08,0.2,-0.12000000000000001,0.12
ratchadaphisek,5.0,4.0,9.0,0.1,0.16,-0.06,0.12
test,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
marketareesiam,9.0,0.0,9.0,0.18,0.0,0.18,0.12
roompini,4.0,5.0,9.0,0.08,0.2,-0.12000000000000001,0.12
story,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
wpool,6.0,3.0,9.0,0.12,0.12,0.0,0.12
tepp,4.0,5.0,9.0,0.08,0.2,-0.12000000000000001,0.12
khet,5.0,4.0,9.0,0.1,0.16,-0.06,0.12
trip,7.0,2.0,9.0,0.14,0.08,0.06000000000000001,0.12
台球室,8.0,1.0,9.0,0.16,0.04,0.12,0.12
k,3.0,6.0,9.0,0.06,0.24,-0.18,0.12
lee,2.0,7.0,9.0,0.04,0.28,-0.24000000000000002,0.12
oakwood,4.0,5.0,9.0,0.08,0.2,-0.12000000000000001,0.12
victory,6.0,3.0,9.0,0.12,0.12,0.0,0.12
